key,t1,t2,t3,t4
secretenv2,0.0,255,1.25,true
secretenv2,0.0,255,1.25,true
secretenv2,0.0,255,5.0,true
secretenv2,0.0,255,1.25,true
secretenv2,0.0,255,7.4999995,true
secretenv2,0.0,255,1.3636364,true
secretenv2,0.0,255,5.0,true
secretenv2,0.0,255,1.3636364,true
secretenv2,0.0,255,1.3636364,true
secretenv2,0.0,255,1.3636364,true
secretenv2,0.0,255,1.3636364,true
secretenv2,0.0,255,1.25,true
secretenv2,0.0,255,6.25,true
secretenv2,0.0,255,1.3636364,true
secretenv2,0.0,255,1.25,true
secretenv2,0.0,255,1.3636364,true
secretenv2,0.0,255,7.4999995,true
secretenv2,0.0,255,7.4999995,true
secretenv2,0.0,255,1.3636364,true
secretenv2,0.0,255,1.3636364,true
secretenv2,0.0,255,1.25,true
secretenv2,0.0,255,7.4999995,true
secretenv2,0.0,255,1.3636364,true
secretenv2,0.0,255,1.3636364,true
secretenv2,0.0,255,1.3636364,true
secretenv2,0.0,255,7.4999995,true
secretenv2,0.0,255,1.3636364,true
secretenv2,0.0,255,5.0,true
secretenv2,0.0,255,6.25,true
secretenv2,0.0,255,5.0,true
secretenv2,0.0,255,6.818182,true
secretenv2,0.0,255,1.3636364,true
secretenv2,0.0,255,5.0,true
secretenv2,0.0,255,1.25,true
secretenv2,0.0,255,1.5625,true
secretenv2,0.0,255,1.3636364,true
secretenv2,0.0,255,1.3636364,true
secretenv2,0.0,255,5.0,true
secretenv2,0.0,255,5.0,true
secretenv2,0.0,255,25.0,true
secretenv2,0.0,255,1.3636364,true
secretenv2,0.0,255,1.3636364,true
secretenv2,0.0,255,7.4999995,true
secretenv2,0.0,255,7.4999995,true
secretenv2,0.0,255,10.227272,true
secretenv2,0.0,255,1.3636364,true
secretenv2,0.0,255,1.3636364,true
secretenv2,0.0,255,1.3636364,true
secretenv2,0.0,255,1.3636364,true
secretenv2,0.0,255,1.3636364,true
secretenv2,0.0,255,7.4999995,true
secretenv2,0.0,255,7.4999995,true
secretenv2,0.0,255,1.3636364,true
secretenv2,0.0,255,1.25,true
secretenv2,0.0,255,1.5625,true
secretenv2,-1.0,255,7.8125,true
secretenv2,0.0,255,1.3636364,true
secretenv2,0.0,255,7.4999995,true
secretenv2,0.0,255,1.3636364,true
secretenv2,0.0,255,10.227272,true
secretenv2,0.0,255,1.3636364,true
secretenv2,0.0,255,10.227272,true
secretenv2,0.0,255,7.4999995,true
secretenv2,0.0,255,1.3636364,true
secretenv2,0.0,255,1.25,true
secretenv2,0.0,255,1.25,true
secretenv2,0.0,255,1.5625,true
secretenv2,0.0,255,1.3636364,true
secretenv2,0.0,255,1.3636364,true
secretenv2,0.0,255,1.3636364,true
secretenv2,0.0,255,1.25,true
secretenv2,0.0,255,1.7045455,true
secretenv2,0.0,255,1.3636364,true
secretenv2,0.0,255,1.3636364,true
secretenv2,0.0,255,1.3636364,true
secretenv2,0.0,255,7.4999995,true
secretenv2,0.0,255,1.3636364,true
secretenv2,0.0,255,1.3636364,true
secretenv2,0.0,255,1.3636364,true
secretenv2,0.0,255,7.4999995,true
secretenv2,0.0,255,1.25,true
secretenv2,0.0,255,1.3636364,true
secretenv2,0.0,255,7.4999995,true
secretenv2,0.0,255,5.0,true
secretenv2,0.0,255,6.25,true
secretenv2,-1.0,255,7.8125,true
secretenv2,0.0,255,1.3636364,true
secretenv2,0.0,255,1.3636364,true
secretenv2,0.0,255,1.3636364,true
secretenv2,0.0,255,7.4999995,true
secretenv2,0.0,255,56.249992,true
secretenv2,0.0,255,1.25,true
secretenv2,0.0,255,1.7045455,true
secretenv2,0.0,255,1.3636364,true
secretenv2,0.0,255,1.8595041,true
secretenv2,0.0,255,7.4999995,true
secretenv2,0.0,255,1.3636364,true
secretenv2,0.0,255,7.4999995,true
secretenv2,0.0,255,5.0,true
secretenv2,0.0,255,25.0,true
secretenv2,-1.0,255,31.25,true
secretenv2,0.0,255,1.3636364,true
secretenv2,0.0,255,7.4999995,true
secretenv2,0.0,255,5.0,true
secretenv2,0.0,255,6.818182,true
