key,t1,t2,t3,t4
secretenv0,0.0,63,1.25,true
secretenv0,0.0,63,1.25,true
secretenv0,0.0,63,1.25,true
secretenv0,0.0,63,1.25,true
secretenv0,0.0,63,1.25,true
secretenv0,0.0,63,7.4999995,true
secretenv0,0.0,63,1.25,true
secretenv0,0.0,63,1.3636364,true
secretenv0,0.0,63,7.4999995,true
secretenv0,0.0,63,1.25,true
secretenv0,0.0,63,1.25,true
secretenv0,0.0,63,1.25,true
secretenv0,0.0,63,1.3636364,true
secretenv0,0.0,63,1.25,true
secretenv0,0.0,63,1.25,true
secretenv0,0.0,63,1.3636364,true
secretenv0,0.0,63,1.3636364,true
secretenv0,0.0,63,5.0,true
secretenv0,0.0,63,1.25,true
secretenv0,0.0,63,1.25,true
secretenv0,0.0,63,1.5625,true
secretenv0,0.0,63,1.25,true
secretenv0,0.0,63,1.3636364,true
secretenv0,0.0,63,1.3636364,true
secretenv0,0.0,63,1.25,true
secretenv0,0.0,63,1.25,true
secretenv0,0.0,63,1.5625,true
secretenv0,0.0,63,1.3636364,true
secretenv0,0.0,63,1.25,true
secretenv0,0.0,63,1.5625,true
secretenv0,0.0,63,1.3636364,true
secretenv0,0.0,63,7.4999995,true
secretenv0,0.0,63,1.3636364,true
secretenv0,0.0,63,1.3636364,true
secretenv0,0.0,63,1.25,true
secretenv0,0.0,63,7.4999995,true
secretenv0,0.0,63,1.3636364,true
secretenv0,0.0,63,1.25,true
secretenv0,0.0,63,1.25,true
secretenv0,0.0,63,1.25,true
secretenv0,0.0,63,6.25,true
secretenv0,0.0,63,1.3636364,true
secretenv0,0.0,63,1.25,true
secretenv0,0.0,63,1.3636364,true
secretenv0,0.0,63,5.0,true
secretenv0,0.0,63,1.25,true
secretenv0,0.0,63,6.25,true
secretenv0,0.0,63,1.25,true
secretenv0,0.0,63,1.5625,true
secretenv0,0.0,63,5.0,true
secretenv0,0.0,63,6.25,true
secretenv0,0.0,63,1.3636364,true
secretenv0,0.0,63,1.25,true
secretenv0,0.0,63,1.25,true
secretenv0,0.0,63,5.0,true
secretenv0,0.0,63,1.25,true
secretenv0,0.0,63,1.3636364,true
secretenv0,0.0,63,5.0,true
secretenv0,0.0,63,7.4999995,true
secretenv0,0.0,63,1.3636364,true
secretenv0,0.0,63,1.25,true
secretenv0,0.0,63,1.3636364,true
secretenv0,0.0,63,7.4999995,true
secretenv0,0.0,63,1.25,true
secretenv0,0.0,63,1.3636364,true
secretenv0,0.0,63,5.0,true
secretenv0,0.0,63,1.25,true
secretenv0,0.0,63,5.0,true
secretenv0,0.0,63,6.25,true
secretenv0,0.0,63,1.3636364,true
secretenv0,0.0,63,1.25,true
secretenv0,0.0,63,1.3636364,true
secretenv0,0.0,63,1.25,true
secretenv0,0.0,63,1.5625,true
secretenv0,0.0,63,1.3636364,true
secretenv0,0.0,63,7.4999995,true
secretenv0,0.0,63,1.3636364,true
secretenv0,0.0,63,1.25,true
secretenv0,0.0,63,1.25,true
secretenv0,0.0,63,7.4999995,true
secretenv0,0.0,63,1.25,true
secretenv0,0.0,63,1.3636364,true
secretenv0,0.0,63,1.25,true
secretenv0,0.0,63,1.25,true
secretenv0,0.0,63,7.4999995,true
secretenv0,0.0,63,1.25,true
secretenv0,0.0,63,1.5625,true
secretenv0,0.0,63,1.3636364,true
secretenv0,0.0,63,7.4999995,true
secretenv0,0.0,63,1.25,true
secretenv0,0.0,63,1.25,true
secretenv0,0.0,63,1.3636364,true
secretenv0,0.0,63,1.25,true
secretenv0,0.0,63,5.0,true
secretenv0,0.0,63,6.25,true
secretenv0,0.0,63,7.4999995,true
secretenv0,0.0,63,1.25,true
secretenv0,0.0,63,1.5625,true
secretenv0,0.0,63,1.3636364,true
secretenv0,0.0,63,1.25,true
secretenv0,0.0,63,1.5625,true
secretenv0,0.0,63,1.25,true
secretenv0,0.0,63,1.3636364,true
secretenv0,0.0,63,1.25,true
