key,t1,t2,t3,t4
secretenv1,0.0,255,1.3636364,true
secretenv1,0.0,255,5.0,true
secretenv1,0.0,255,5.0,true
secretenv1,0.0,255,1.25,true
secretenv1,0.0,255,1.25,true
secretenv1,0.0,255,1.25,true
secretenv1,0.0,255,1.3636364,true
secretenv1,0.0,255,1.25,true
secretenv1,0.0,255,7.4999995,true
secretenv1,0.0,255,7.4999995,true
secretenv1,0.0,255,1.25,true
secretenv1,0.0,255,5.0,true
secretenv1,0.0,255,1.25,true
secretenv1,0.0,255,5.0,true
secretenv1,0.0,255,1.3636364,true
secretenv1,0.0,255,5.0,true
secretenv1,0.0,255,6.25,true
secretenv1,0.0,255,1.3636364,true
secretenv1,0.0,255,1.25,true
secretenv1,0.0,255,5.0,true
secretenv1,0.0,255,5.0,true
secretenv1,0.0,255,6.25,true
secretenv1,0.0,255,1.3636364,true
secretenv1,0.0,255,1.3636364,true
secretenv1,0.0,255,1.3636364,true
secretenv1,0.0,255,1.25,true
secretenv1,0.0,255,1.5625,true
secretenv1,0.0,255,7.4999995,true
secretenv1,0.0,255,1.3636364,true
secretenv1,0.0,255,1.3636364,true
secretenv1,0.0,255,1.3636364,true
secretenv1,0.0,255,5.0,true
secretenv1,0.0,255,1.25,true
secretenv1,0.0,255,1.5625,true
secretenv1,0.0,255,1.25,true
secretenv1,0.0,255,7.4999995,true
secretenv1,0.0,255,7.4999995,true
secretenv1,0.0,255,1.25,true
secretenv1,0.0,255,1.3636364,true
secretenv1,0.0,255,1.25,true
secretenv1,0.0,255,1.25,true
secretenv1,0.0,255,1.3636364,true
secretenv1,0.0,255,1.3636364,true
secretenv1,0.0,255,1.25,true
secretenv1,0.0,255,1.3636364,true
secretenv1,0.0,255,1.3636364,true
secretenv1,0.0,255,7.4999995,true
secretenv1,0.0,255,7.4999995,true
secretenv1,0.0,255,1.25,true
secretenv1,0.0,255,1.5625,true
secretenv1,0.0,255,1.3636364,true
secretenv1,0.0,255,1.3636364,true
secretenv1,0.0,255,1.25,true
secretenv1,0.0,255,7.4999995,true
secretenv1,0.0,255,5.0,true
secretenv1,0.0,255,25.0,true
secretenv1,0.0,255,1.3636364,true
secretenv1,0.0,255,1.3636364,true
secretenv1,0.0,255,1.3636364,true
secretenv1,0.0,255,1.25,true
secretenv1,0.0,255,1.5625,true
secretenv1,0.0,255,1.25,true
